VTDID,PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,HOSPDIST,PARKDIST,TABMODEL,MAILBALLOT,REG7AM,EDR,SIGNATURES,AB_MB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSWTP,USPRSG,USPRSSLP,USPRSSWP,USPRSJFA,USPRSIND,USPRSWI,USPRSTOTAL,USSENR,USSENDFL,USSENLIB,USSENIA,USSENWI,USSENTOTAL,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL,RV_TOTAL,turnout,trump_share_2024,harris_share_2024,trump_share_2020,biden_share_2020
270170005,Atkinson Twp,5,Atkinson Twp,Carlton,9,8,11,11A,4,6,3017,no data,no data,no data,Digital Scan 200,NO,309,19,225,66,2,0,293,179,106,0,6,0,0,1,0,1,0,293,159,124,6,2,0,291,178,109,0,287,0,0,0,0,179,108,0,287,186,87,20,293,328,0.8932926829268293,0.6109215017064846,0.3617747440273037,0.54296875,0.4140625
270170010,Automba Twp,10,Automba Twp,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,Digital Scan 200,NO,106,10,90,5,0,0,95,56,33,1,2,1,0,0,0,0,0,93,49,35,0,4,0,88,53,34,0,87,0,0,0,0,56,36,0,92,59,23,13,95,116,0.8017241379310345,0.6021505376344086,0.3548387096774194,0.5869565217391305,0.3695652173913043
270170015,Barnum,15,Barnum,Carlton,9,8,11,11A,4,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,350,19,0,261,0,0,261,139,114,1,4,1,0,0,0,0,0,259,113,125,4,8,0,250,136,113,0,249,0,0,0,0,137,114,0,251,211,31,19,261,369,0.7018970189701897,0.5366795366795367,0.4401544401544401,0.5169811320754717,0.4377358490566038
270170025,Beseman Twp,25,Beseman Twp,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,89,0,0,74,0,0,74,55,19,0,0,0,0,0,0,0,0,74,48,19,1,0,0,68,53,16,0,69,0,0,0,0,55,17,0,72,51,22,1,74,89,0.8314606741573034,0.7432432432432432,0.2567567567567567,0.72,0.2666666666666666
270170068,Clear Creek Unorg,68,Clear Creek Unorg,Carlton,9,8,11,11A,4,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,104,5,0,97,0,0,97,57,39,0,1,0,0,0,0,0,0,97,49,43,3,1,0,96,58,37,0,95,0,0,0,0,54,39,2,95,70,27,0,97,109,0.8899082568807339,0.5876288659793815,0.4020618556701031,0.5978260869565217,0.3695652173913043
270170070,Corona Unorg,70,Corona Unorg,Carlton,9,8,11,11A,1,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,110,3,0,97,0,0,97,56,31,1,1,1,0,0,0,1,4,95,49,40,1,1,0,91,59,32,0,91,0,0,0,0,56,38,0,94,68,26,3,97,113,0.8407079646017699,0.5894736842105263,0.3263157894736842,0.5567010309278351,0.4123711340206185
270170075,Cromwell,75,Cromwell,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,157,7,0,123,0,0,123,59,59,0,4,0,0,0,0,0,0,122,54,65,1,1,0,121,61,59,0,120,0,0,0,0,58,63,0,121,90,27,6,123,164,0.7439024390243902,0.4836065573770491,0.4836065573770491,0.4206349206349206,0.5634920634920635
270170085,Holyoke Twp,85,Holyoke Twp,Carlton,9,8,11,11A,4,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,161,7,0,147,0,0,147,94,47,1,3,2,0,0,0,0,0,147,82,54,1,4,0,141,98,44,0,142,0,0,0,0,94,49,0,143,97,44,6,147,168,0.875,0.6394557823129252,0.3197278911564626,0.5899280575539568,0.4100719424460431
270170090,Kalevala Twp,90,Kalevala Twp,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,202,11,0,170,1,0,171,103,58,1,4,0,0,0,0,1,3,170,98,67,0,2,0,167,107,58,0,165,0,0,0,0,107,60,0,167,112,49,10,171,213,0.7981220657276995,0.6058823529411764,0.3411764705882353,0.5875706214689266,0.3954802259887006
270170095,Kettle River,95,Kettle River,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,111,5,0,91,0,0,91,49,41,0,1,0,0,0,0,0,0,91,37,47,1,2,0,87,50,36,0,86,0,0,0,0,51,33,0,84,68,12,11,91,116,0.7844827586206896,0.5384615384615384,0.4505494505494505,0.425287356,0.5287356321839081
270170100,Lakeview Twp,100,Lakeview Twp,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,Digital Scan 200,NO,139,6,110,24,0,0,134,74,59,0,1,0,0,0,0,0,0,134,65,63,2,2,0,132,74,53,0,127,0,0,0,0,75,52,0,127,87,26,21,134,145,0.9241379310344828,0.5522388059701493,0.4402985074626865,0.4841269841269841,0.5
270170125,Red Clover Unorg,125,Red Clover Unorg,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,204,4,0,174,0,0,174,101,65,0,6,0,0,0,0,0,0,172,90,77,0,2,0,169,108,62,0,170,0,0,0,0,105,63,1,169,103,59,12,174,208,0.8269230769230769,0.5872093023255814,0.377906977,0.6041666666666666,0.375
270170130,Sawyer Unorg,130,Sawyer Unorg,Carlton,9,8,11,11A,1,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,253,7,0,196,0,0,196,118,71,0,7,0,0,0,0,0,0,196,96,93,3,0,0,192,122,70,0,192,0,0,0,0,112,80,0,192,137,47,12,196,260,0.7538461538461538,0.6020408163265306,0.3622448979591837,0.5186915887850467,0.4579439252336448
270170145,Silver Twp,145,Silver Twp,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,Digital Scan 200,NO,295,18,238,34,0,0,272,183,86,0,2,0,0,0,0,0,1,272,148,108,4,6,0,266,177,87,2,266,0,0,0,0,185,84,1,270,170,84,18,272,313,0.8690095846645367,0.6727941176470589,0.3161764705882353,0.6119402985074627,0.3694029850746269
270170150,Skelton Twp,150,Skelton Twp,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,Digital Scan 200,NO,311,25,251,34,0,0,285,155,117,3,5,0,0,0,0,1,2,283,132,135,8,5,1,281,159,121,1,281,0,0,0,0,157,120,1,278,199,67,19,285,336,0.8422619047619048,0.5477031802120141,0.4134275618374558,0.5745454545454546,0.3818181818181818
270170155,Split Rock Twp,155,Split Rock Twp,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,111,3,0,94,0,0,94,55,35,0,3,1,0,0,0,0,0,94,51,39,0,1,0,91,54,37,0,91,0,0,0,0,55,36,0,91,65,25,4,94,114,0.8245614035087719,0.5851063829787234,0.3723404255319149,0.5851063829787234,0.4042553191489361
270170175,Wrenshall,175,Wrenshall,Carlton,9,8,11,11A,4,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,313,30,0,307,0,0,307,152,150,0,2,2,0,0,0,0,0,306,120,159,7,5,0,291,148,144,0,292,0,0,0,0,129,166,0,295,234,46,27,307,343,0.89212828,0.4967320261437908,0.4901960784313725,0.5071428571428571,0.4678571428571428
270170180,Wrenshall Twp,180,Wrenshall Twp,Carlton,9,8,11,11A,4,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,315,15,0,296,0,0,296,149,145,0,0,1,0,0,0,1,0,296,131,156,2,3,0,292,146,144,0,290,0,0,0,0,146,145,1,292,230,49,17,296,330,0.896969697,0.5033783783783784,0.4898648648648648,0.5167785234899329,0.4731543624161073
270170185,Wright,185,Wright,Carlton,9,8,11,11A,5,6,3017,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,79,3,0,58,0,0,58,35,22,0,0,0,0,0,0,0,0,57,31,23,0,0,0,54,32,22,0,54,0,0,0,0,33,21,0,54,38,11,9,58,82,0.6951219512195121,0.6140350877192983,0.3859649122807017,0.5645161290322581,0.4354838709677419
270210010,Backus,10,Backus,Cass,11,8,5,5A,3,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,151,15,0,132,0,0,132,86,45,0,0,0,0,0,0,0,1,132,74,48,1,6,1,130,79,46,0,125,0,0,0,0,88,38,0,126,95,23,14,132,166,0.7951807228915663,0.6515151515151515,0.3409090909090909,0.6695652173913044,0.3304347826086956
270210015,Barclay Twp,15,Barclay Twp,Cass,11,8,5,5A,3,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,371,17,0,328,0,0,328,226,94,2,3,3,0,0,0,0,0,328,203,106,9,4,0,322,226,86,3,315,0,0,0,0,231,80,3,314,230,71,27,328,388,0.845360825,0.6890243902439024,0.2865853658536585,0.6584615384615384,0.3261538461538461
270210020,Becker Twp,20,Becker Twp,Cass,11,8,5,5B,2,9,8021,no data,720,no data,"Digital Scan 200, Digital Scan 450",YES,343,19,0,295,0,0,295,237,51,1,3,0,0,0,1,0,2,295,212,69,0,4,0,285,230,52,0,282,0,0,0,0,223,56,0,279,164,98,33,295,362,0.8149171270718232,0.8033898305084746,0.1728813559322033,0.7711267605633803,0.2077464788732394
270210025,Bena,25,Bena,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,76,2,0,34,0,0,34,11,23,0,0,0,0,0,0,0,0,34,11,23,0,0,0,34,12,22,0,34,0,0,0,0,11,23,0,34,26,5,3,34,78,0.4358974358974359,0.3235294117647059,0.6764705882352942,0.1666666666666666,0.8333333333333334
270210030,Beulah Twp,30,Beulah Twp,Cass,11,8,6,6A,3,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,58,4,0,50,0,0,50,30,16,1,2,0,0,0,0,0,0,49,26,21,2,1,0,50,34,15,0,49,0,0,0,0,34,14,0,48,34,12,4,50,62,0.7903225806451613,0.6122448979591837,0.3265306122448979,0.5517241379310345,0.4137931034482758
270210040,Blind Lake Twp,40,Blind Lake Twp,Cass,11,8,6,6A,3,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,68,5,0,58,0,0,58,40,14,0,3,0,0,0,0,0,1,58,32,17,0,5,0,54,37,14,0,51,0,0,0,0,39,12,0,51,38,14,6,58,73,0.7945205479452054,0.6896551724137931,0.2413793103448276,0.6226415094339622,0.3396226415094339
270210045,Boy Lake Twp,45,Boy Lake Twp,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,146,6,0,119,0,0,119,75,41,0,1,0,0,0,0,0,0,117,72,44,0,1,0,117,76,39,0,115,0,0,0,0,76,41,0,117,77,35,7,119,152,0.7697368421052632,0.6410256410256411,0.3504273504273504,0.6454545454545455,0.3454545454545454
270210055,Boy River Twp,55,Boy River Twp,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,47,3,0,38,0,0,38,23,15,0,0,0,0,0,0,0,0,38,23,15,0,0,0,38,23,14,0,37,0,0,0,0,24,13,0,37,28,6,4,38,50,0.76,0.6052631578947368,0.3947368421052631,0.6363636363636364,0.3636363636363636
270210060,Bull Moose Twp,60,Bull Moose Twp,Cass,11,8,5,5A,3,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,70,5,0,63,0,0,63,44,19,0,0,0,0,0,0,0,0,63,40,22,1,0,0,63,45,17,0,62,0,0,0,0,45,17,0,62,41,20,2,63,75,0.84,0.6984126984126984,0.3015873015873015,0.7397260273972602,0.2465753424657534
270210065,Bungo Twp,65,Bungo Twp,Cass,11,8,5,5A,3,9,8021,no data,no data,no data,Digital Scan 200,NO,126,12,103,11,0,0,114,95,16,0,2,0,0,0,1,0,0,114,91,20,1,1,0,113,90,23,0,113,0,0,0,0,94,18,0,112,68,43,3,114,138,0.8260869565217391,0.8333333333333334,0.1403508771929824,0.8,0.1789473684210526
270210070,Byron Twp,70,Byron Twp,Cass,11,8,5,5B,2,9,8021,no data,720,no data,"Digital Scan 200, Digital Scan 450",YES,110,3,0,97,0,0,97,74,20,0,1,0,0,0,0,0,1,96,70,25,0,0,0,95,74,20,0,94,0,0,0,0,73,20,1,94,49,40,8,97,113,0.8495575221238938,0.7708333333333334,0.2083333333333333,0.7093023255813954,0.2790697674418604
270210080,Chickamaw Beach,80,Chickamaw Beach,Cass,11,8,5,5A,3,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,117,2,0,95,0,0,95,57,37,0,0,0,0,0,0,0,0,94,53,40,0,2,0,95,56,36,0,92,0,0,0,0,58,35,0,93,60,27,8,95,119,0.7899159663865546,0.6063829787234043,0.3936170212765957,0.5483870967741935,0.4516129032258064
270210090,Deerfield Twp,90,Deerfield Twp,Cass,11,8,5,5A,3,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,92,8,0,81,0,0,81,61,17,1,0,0,0,0,0,0,0,79,51,25,1,0,0,77,63,15,0,78,0,0,0,0,59,18,0,77,50,26,5,81,100,0.79,0.7721518987341772,0.2151898734177215,0.7073170731707317,0.2439024390243902
270210105,Federal Dam,105,Federal Dam,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,94,3,0,72,0,0,72,35,35,2,0,0,0,0,0,0,0,72,31,35,1,1,0,68,39,33,0,72,0,0,0,0,40,31,0,71,60,9,3,72,97,0.7422680412371134,0.4861111111111111,0.4861111111111111,0.5,0.4833333333333333
270210110,Gould Twp,110,Gould Twp,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,156,3,0,93,0,0,93,58,34,0,1,0,0,0,0,0,0,93,55,32,4,0,0,91,57,32,0,89,0,0,0,0,60,28,0,88,62,27,4,93,159,0.5849056603773585,0.6236559139784946,0.3655913978494624,0.5048543689320388,0.4466019417475728
270210115,Hackensack,115,Hackensack,Cass,11,8,5,5A,3,9,8021,no data,no data,no data,Digital Scan 200,NO,215,21,130,41,0,0,171,101,69,0,0,0,0,0,0,0,1,171,75,88,4,2,0,169,97,69,0,166,0,0,0,0,93,72,1,166,140,21,10,171,236,0.7245762711864406,0.5906432748538012,0.4035087719298245,0.5314285714285715,0.4571428571428571
270210120,Hiram Twp,120,Hiram Twp,Cass,11,8,5,5A,3,9,8021,no data,no data,no data,Digital Scan 200,NO,347,21,186,120,0,0,306,184,116,0,5,0,0,0,0,0,1,306,160,136,2,6,0,304,188,109,0,297,0,0,0,0,194,110,0,304,234,55,17,306,368,0.8315217391304348,0.6013071895424836,0.3790849673202614,0.527972028,0.4475524475524475
270210125,Home Brook Twp,125,Home Brook Twp,Cass,11,8,5,5A,2,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,219,17,0,214,0,0,214,175,33,1,2,0,0,0,2,0,1,214,159,46,2,2,0,209,177,30,0,207,0,0,0,0,180,30,0,210,140,59,15,214,236,0.9067796610169492,0.8177570093457944,0.1542056074766355,0.7415730337078652,0.2247191011235955
270210130,Inguadona Twp,130,Inguadona Twp,Cass,11,8,2,2B,4,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,158,3,0,140,0,0,140,97,41,0,0,0,0,0,0,0,1,139,89,45,1,2,0,137,97,39,0,136,0,0,0,0,99,37,0,136,90,38,12,140,161,0.8633540372670807,0.697841727,0.2949640287769784,0.7377049180327869,0.2540983606557377
270210150,Lima Unorg,150,Lima Unorg,Cass,11,8,6,6A,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,65,3,0,61,0,0,61,41,17,2,1,0,0,0,0,0,0,61,35,21,2,3,0,61,43,16,0,59,0,0,0,0,43,16,0,59,35,24,2,61,68,0.8970588235294118,0.6721311475409836,0.2786885245901639,0.6274509803921569,0.3333333333333333
270210155,Longville,155,Longville,Cass,11,8,2,2B,4,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,131,15,0,116,0,0,116,72,42,0,1,0,0,0,0,0,0,115,63,49,1,1,0,114,75,38,0,113,0,0,0,0,76,38,0,114,86,24,6,116,146,0.7876712328767124,0.6260869565217392,0.3652173913043478,0.7064220183486238,0.2844036697247706
270210165,McKinley Twp,165,McKinley Twp,Cass,11,8,5,5A,3,9,8021,no data,no data,no data,Digital Scan 200,NO,79,13,75,6,0,0,81,56,22,0,1,1,0,0,0,1,0,81,48,26,1,4,0,79,56,24,0,80,0,0,0,0,55,24,0,79,52,24,5,81,92,0.8804347826086957,0.691358025,0.2716049382716049,0.6376811594202898,0.3478260869565217
270210170,Maple Twp,170,Maple Twp,Cass,11,8,5,5A,2,9,8021,no data,no data,no data,Digital Scan 200,NO,306,10,222,45,0,0,267,218,44,0,5,0,0,0,0,0,0,267,199,61,3,1,0,264,212,46,1,259,0,0,0,0,216,39,1,256,151,95,21,267,316,0.8449367088607594,0.8164794007490637,0.1647940074906367,0.8120300751879699,0.1729323308270676
270210180,Meadow Brook Twp,180,Meadow Brook Twp,Cass,11,8,5,5B,2,9,8021,no data,720,no data,"Digital Scan 200, Digital Scan 450",YES,150,6,0,126,0,0,126,101,23,0,0,2,0,0,0,0,0,126,87,30,1,3,0,121,99,24,0,123,0,0,0,0,99,23,0,122,85,31,10,126,156,0.8076923076923077,0.8015873015873016,0.1825396825396825,0.8103448275862069,0.1551724137931034
270210185,Moose Lake Twp,185,Moose Lake Twp,Cass,11,8,5,5A,3,9,8021,no data,720,no data,"Digital Scan 200, Digital Scan 450",YES,90,2,0,84,0,0,84,63,20,0,0,0,0,0,0,0,0,83,56,26,0,0,0,82,61,20,0,81,0,0,0,0,60,20,0,80,51,29,4,84,92,0.9021739130434784,0.7590361445783133,0.2409638554216867,0.7631578947368421,0.2236842105263158
270210188,Otter Tail Peninsula Twp,188,Otter Tail Peninsula Twp,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,67,0,0,55,0,0,55,22,32,0,0,1,0,0,0,0,0,55,20,33,0,1,0,54,25,29,0,54,0,0,0,0,24,27,1,52,50,3,2,55,67,0.8208955223880597,0.4,0.5818181818181818,0.4791666666666667,0.5208333333333334
270210195,Pillager,195,Pillager,Cass,11,8,5,5B,1,9,8021,no data,no data,no data,Digital Scan 200,NO,335,31,208,75,0,0,283,210,67,0,2,1,0,0,0,1,1,282,182,78,5,5,2,272,200,70,1,271,0,0,0,0,199,68,1,268,187,73,23,283,366,0.7704918032786885,0.7446808510638298,0.2375886524822695,0.6764705882352942,0.3025210084033613
270210200,Pine Lake Twp,200,Pine Lake Twp,Cass,11,8,2,2B,4,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,197,9,0,173,0,0,173,101,67,0,1,0,0,0,0,0,1,170,91,81,1,0,0,173,112,60,0,172,0,0,0,0,108,62,0,170,133,30,10,173,206,0.8252427184466019,0.5941176470588235,0.3941176470588235,0.5714285714285714,0.4013605442176871
270210220,Poplar Twp,220,Poplar Twp,Cass,11,8,5,5A,3,9,8021,no data,720,no data,"Digital Scan 200, Digital Scan 450",YES,105,11,0,91,0,0,91,81,8,0,0,1,0,0,0,0,0,90,70,16,2,0,0,88,77,11,0,88,0,0,0,0,75,10,0,85,42,38,11,91,116,0.7758620689655172,0.9,0.088888889,0.875,0.090909091
270210230,Remer,230,Remer,Cass,11,8,6,6A,4,9,8021,no data,no data,no data,Digital Scan 200,NO,222,19,126,51,0,0,177,111,62,3,1,0,0,0,0,0,0,177,91,69,6,3,0,169,104,63,0,167,0,0,0,0,112,57,0,169,130,40,7,177,241,0.7344398340248963,0.6271186440677966,0.3502824858757062,0.6190476190476191,0.3571428571428571
270210235,Remer Twp,235,Remer Twp,Cass,11,8,6,6A,4,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,118,10,0,111,0,0,111,81,29,1,0,0,0,0,0,0,0,111,74,31,2,0,0,107,80,24,0,104,0,0,0,0,81,23,0,104,64,36,11,111,128,0.8671875,0.7297297297297297,0.2612612612612612,0.7281553398058253,0.2718446601941747
270210240,Rogers Twp,240,Rogers Twp,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,69,4,0,64,0,0,64,41,21,0,1,1,0,0,0,0,0,64,38,24,0,1,0,63,41,21,0,62,0,0,0,0,42,21,0,63,39,19,6,64,73,0.8767123287671232,0.640625,0.328125,0.639344262,0.360655738
270210245,Salem Twp,245,Salem Twp,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,87,1,0,76,0,0,76,59,17,0,0,0,0,0,0,0,0,76,52,23,1,0,0,76,59,17,0,76,0,0,0,0,60,15,0,75,48,24,4,76,88,0.8636363636363636,0.7763157894736842,0.2236842105263158,0.7808219178082192,0.2191780821917808
270210255,Slater Twp,255,Slater Twp,Cass,11,8,6,6A,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,150,4,0,132,0,0,132,86,43,0,2,0,0,0,0,0,1,132,80,50,1,0,0,131,89,42,0,131,0,0,0,0,93,37,0,130,93,29,10,132,154,0.8571428571428571,0.6515151515151515,0.3257575757575757,0.6484375,0.3515625
270210270,Thunder Lake Twp,270,Thunder Lake Twp,Cass,11,8,6,6A,3,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,245,7,0,222,0,0,222,141,77,1,2,0,0,0,0,0,1,222,132,83,0,0,0,215,149,71,0,220,0,0,0,0,148,70,0,218,162,46,14,222,252,0.8809523809523809,0.6351351351351351,0.3468468468468468,0.6752577319587629,0.3144329896907216
270210275,Torrey Twp,275,Torrey Twp,Cass,11,8,6,6A,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,137,3,0,114,0,0,114,82,29,0,2,0,0,0,0,0,1,114,75,36,1,1,0,113,88,23,0,111,0,0,0,0,88,22,0,110,70,39,5,114,140,0.8142857142857143,0.7192982456140351,0.2543859649122807,0.7037037037037037,0.2685185185185185
270210280,Trelipe Twp,280,Trelipe Twp,Cass,11,8,6,6A,3,9,8021,no data,no data,no data,Digital Scan 200,NO,138,6,78,46,0,0,124,76,47,0,1,0,0,0,0,0,0,124,64,56,2,2,0,124,76,47,0,123,0,0,0,0,82,41,0,123,83,34,7,124,144,0.8611111111111112,0.6129032258064516,0.3790322580645161,0.6456692913385826,0.3385826771653543
270210295,Wahnena,295,Wahnena Unorg,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,114,2,0,94,0,0,94,74,18,1,1,0,0,0,0,0,0,94,69,22,1,0,0,92,76,17,0,93,0,0,0,0,74,18,0,92,46,44,4,94,116,0.8103448275862069,0.7872340425531915,0.1914893617021276,0.782608696,0.2065217391304347
270210300,Walden Twp,300,Walden Twp,Cass,11,8,5,5A,2,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,341,19,0,299,0,0,299,216,77,0,4,0,0,0,0,1,1,299,201,91,1,2,0,295,217,74,0,291,0,0,0,0,214,75,0,289,188,82,29,299,360,0.8305555555555556,0.7224080267558528,0.2575250836120401,0.700374532,0.2921348314606741
270210310,Wilkinson Twp,310,Wilkinson Twp,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,Digital Scan 200,NO,300,33,176,52,0,0,228,109,115,0,1,1,0,0,0,0,1,227,86,131,2,5,0,224,99,122,0,221,0,0,0,0,98,125,0,223,168,45,15,228,333,0.6816816816816816,0.4801762114537445,0.5066079295154186,0.396694215,0.5702479338842975
270210317,Winnie Portage Lakes,317,Winnie Portage Lakes Unorg,Cass,11,8,2,2B,5,9,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,158,11,0,109,0,0,109,61,44,1,1,0,0,0,0,0,1,108,53,51,3,2,0,109,65,42,0,107,0,0,0,0,60,47,0,107,80,22,7,109,169,0.6390532544378699,0.5648148148148148,0.4074074074074074,0.582089552,0.3805970149253731
270250022,Chisago City P-C,22,Chisago City,Chisago,13,8,28,28B,4,10,4025,no data,no data,no data,Verity Scan,NO,190,15,89,87,0,0,176,125,48,1,0,0,0,0,0,0,1,175,109,52,5,1,2,169,121,48,1,170,0,0,0,0,119,48,1,168,117,51,8,176,205,0.8536585365853658,0.7142857142857143,0.2742857142857143,,
270290010,Bear Creek Twp,10,Bear Creek Twp,Clearwater,15,8,2,2B,3,9,8029,no data,no data,no data,Digital Scan 200,NO,97,2,60,30,0,0,90,68,20,0,1,0,0,0,0,0,0,89,62,25,1,0,0,88,69,18,0,87,0,0,0,0,68,18,0,86,42,36,12,90,99,0.898989899,0.7640449438202247,0.2247191011235955,0.7,0.2875
270290015,Clearbrook,15,Clearbrook,Clearwater,15,8,2,2A,4,9,8029,no data,no data,no data,Digital Scan 200,NO,306,38,232,43,0,0,275,197,72,1,2,0,0,0,0,0,1,273,179,77,4,3,1,264,192,67,1,260,0,0,0,0,185,74,1,260,158,96,21,275,344,0.7936046511627907,0.7216117216117216,0.2637362637362637,0.6861313868613139,0.2810218978102189
270290020,Clover Twp,20,Clover Twp,Clearwater,15,8,2,2A,4,9,8029,no data,no data,no data,Digital Scan 200,YES,67,4,58,0,0,0,58,49,9,0,0,0,0,0,0,0,0,58,43,12,1,1,0,57,43,12,0,55,0,0,0,0,46,12,0,58,33,19,6,58,71,0.8169014084507042,0.8448275862068966,0.1551724137931034,0.7758620689655172,0.2241379310344827
270290030,Dudley Twp,30,Dudley Twp,Clearwater,15,8,2,2B,4,9,8029,no data,no data,no data,Digital Scan 200,YES,259,5,235,0,0,0,235,188,45,0,2,0,0,0,0,0,0,235,176,48,5,2,0,231,184,45,0,229,0,0,0,0,187,44,0,231,117,94,24,235,264,0.8901515151515151,0.8,0.1914893617021276,0.7882882882882883,0.2072072072072072
270290035,Eddy Twp,35,Eddy Twp,Clearwater,15,8,2,2B,5,9,8029,no data,no data,no data,Digital Scan 200,NO,207,12,147,39,0,0,186,147,32,0,3,0,0,0,0,0,1,183,135,46,0,2,0,183,152,30,0,182,0,0,0,0,151,31,0,182,85,87,14,186,219,0.8356164383561644,0.8032786885245902,0.174863388,0.7567567567567568,0.2
270290040,Falk Twp,40,Falk Twp,Clearwater,15,8,2,2B,2,9,8029,no data,no data,no data,Digital Scan 200,NO,161,8,97,33,0,0,130,99,29,1,0,0,0,0,0,0,1,130,88,35,3,2,0,128,96,31,0,127,0,0,0,0,96,30,0,126,65,58,7,130,169,0.7692307692307693,0.7615384615384615,0.2230769230769231,0.7637795275590551,0.2283464566929134
270290045,Gonvick,45,Gonvick,Clearwater,15,8,2,2A,5,9,8029,no data,no data,no data,Digital Scan 200,NO,159,21,115,25,0,0,140,110,27,0,1,0,0,0,1,0,1,140,101,38,0,1,0,140,104,30,0,134,0,0,0,0,106,31,0,137,71,52,17,140,180,0.7777777777777778,0.7857142857142857,0.1928571428571428,0.7407407407407407,0.2444444444444444
270290060,Holst Twp,60,Holst Twp,Clearwater,15,8,2,2B,5,9,8029,no data,no data,no data,Digital Scan 200,NO,251,15,157,63,0,0,220,166,52,1,0,1,0,0,0,0,0,220,157,54,3,1,0,215,164,51,0,215,0,0,0,0,164,50,0,214,104,98,18,220,266,0.8270676691729323,0.7545454545454545,0.2363636363636363,0.7603686635944701,0.2258064516129032
